CHLAMYDIA_CASES,SINGLE_PARENT_HOUSEHOLDS,LBW_BIRTHS,INJURY_DEATHS,DRUG_POISONING_DEATHS,LIMITED_TO_HEALTHYFOOD,PRIMARY_CARE_PHYSICIANS,PREMATURE_DEATHS,CHILD_TOTAL_DEATHS,DENTISTS,TEEN_BIRTHS,CHILDREN_IN_POVERTY,PREMATURE_TOTAL_DEATHS,MEDICARE_ENROLLEES,NOT_PROFICIENT_IN_ENGLISH,SEVERE_HOUSING_PROBLEMS,DRIVING_DEATHS,UNEMPLOYED,DIABETICS,UNINSURED_CHILDREN,MOTOR_VEHICLE_DEATHS,LABOR_FORCE,SOME_COLLEGE,PCT_NOT_PROFICIENT_IN_ENGLISH,SOME_COLLEGE_POPULATION,MAMMO_MEDICARE_ENROLLEES,DRIVE_ALONE,AGE_65_AND_GREATER,ALC_IMPAIRED_DRIVING_DEATHS,WORKERS,UNINSURED_ADULTS,HOUSEHOLDS,TEEN_POPULATION,UNINSURED,LIVE_BIRTHS,COHORT_SIZE,POPULATION,PCT_NO_SOCIAL_EMO_SUPPORT,PCT_RURAL,PCT_SEVERE_HOUSING_PROBLEMS,TEEN_BIRTH_RATE,HIV_RATE,GRADUATION_RATE,PCT_FOOD_INSECURITY,DRUG_POISONING_MORTALITY_RATE,DENTISTS_RATIO,FOOD_ENVIR_INDEX,PRIMARY_CARE_PHYS_RATIO,PCT_ALC_IMPAIRED,PCT_SINGLE_PARENT_HOUSEHOLDS,PCT_UNINSURED_CHILDREN,INJURY_DEATHS_RATE,CHLAMYDIA_RATE,OTHER_PCP_RATE_PREV,NON_HISPANIC,State,COUNTY,STATE_SHORT,VIOLENT_CRIME_RATE,HOMICIDE_RATE,FUND_AMOUNT,FUNDED_IND
-0.11350630135189,-0.122759734894628,-0.125996149043709,-0.140729287680945,-0.206566621730173,-0.0152080310479245,-0.20697564486989,-0.109945101685521,-0.154048689464966,-0.193599163855155,-0.11020301095425,-0.131729193609661,-0.108195480534279,-0.19996037784971,-0.120449667855313,-0.151877041497928,-0.0296651541175101,-0.160121104280013,-0.154530436312295,-0.152343982670685,-0.0246634337836338,-0.151126090972181,-0.147721773204631,-0.473041531559455,-0.128450469884299,-0.170364932156473,-0.120788537454768,-0.855093060615271,-0.117883105220778,-0.140959426004519,-0.126429998409503,-0.114592033054773,-0.121859231805454,-0.13055805044725,-0.14454421934149,-0.125487911261259,-0.138976859073259,0.916536047329952,-0.527572650786173,-0.500445508591182,-0.258007197309815,-0.916175702744938,-0.203413861392138,-0.2605535340809,-0.110803354266965,-0.714274908170513,0.0596541492830471,-1.69324890159722,-0.416647234661462,-0.143375019188899,-0.991438618098601,-0.276230717154357,0.368764556062739,-1.10379357286081,-0.0633108834090911,ALABAMA,AUTAUGA,AL,0.244289172771456,0.251144258906481,0,0
0.0637212836558796,0.149903629700904,0.23153200428875,0.490274719737486,0.436018727723898,0.317080124472239,0.260606785020215,0.462160734161352,0.212007267337465,0.0916081092025948,0.287460043718201,0.17904885143315,0.463607625610783,0.578301637203975,-0.0331507666168944,0.0905648028532075,0.714626679562629,0.114900068625211,0.58835257768741,0.065716779789771,0.706142618547653,0.217152482266321,0.195036621326893,0.00283657637885541,0.203219672831959,0.654294840288934,0.311397645617827,0.22840274629603,0.699521876931168,0.244962803764243,0.19082293920019,0.243900336968063,0.194239833789394,0.176467114201681,0.187260175740582,0.29961059318266,0.284196435255449,0.0184581507427852,-0.518782517412988,-0.120700886422711,0.113971694261532,-0.876380178435164,-0.857270664395886,-0.377818665803816,0.760563686985358,1.48958195357611,0.49780832209665,0.304068692107002,-0.0119300991946038,-0.361140024235025,-0.778585397802166,0.00255716261653956,-0.173822506704625,-0.732533013819154,0.27198587843593,ALABAMA,BALDWIN,AL,-0.195418723988881,0.393322915067637,0,0
-0.119114769231883,-0.161471890885622,-0.178905647251777,-0.286746743943061,-0.323008262235273,-0.174493420196198,-0.242339021920402,-0.219993028756316,-0.207185844484674,-0.214266357554992,-0.148520341728356,-0.129938702815176,-0.218185175763937,-0.275674460730968,-0.110423494352565,-0.174166602859772,-0.295483666146131,-0.203063246643136,-0.234169486389316,-0.194755112030463,-0.197749077756833,-0.254739402551151,-0.232052459927289,0.114619389234004,-0.205747823294252,-0.25364625098394,-0.255492160279564,-0.350010628841651,-0.199623603435972,-0.248442320870666,-0.174937851160305,-0.226787739748297,-0.23168629545017,-0.178139330010801,-0.21430262574766,-0.243056767804008,-0.227546194966757,-0.328526491120438,0.290936589454301,0.578669909124145,1.48969962277135,0.134426139033083,-2.31318524769526,1.94403094230992,-0.998326998314104,-1.42695797210255,-1.5721177616352,1.43270120387067,0.991150629642061,2.35761161884632,-0.651530673120997,-0.990096651719226,1.96219423833003,-1.51642955565108,-1.56916739849723,ALABAMA,BARBOUR,AL,-0.484805658264726,0.617251089136963,0,0
-0.192585698459787,-0.209321309128827,-0.207694638923814,-0.237205106996986,-0.210879275082214,-0.365183387534393,-0.269843870737467,-0.231463822457507,-0.230802357826766,-0.239066989994797,-0.210987250721437,-0.200842138276795,-0.22964989969667,-0.324897564258972,-0.123920266375494,-0.206400737752286,-0.224598729605166,-0.225081351485375,-0.292239627070476,-0.204638531556784,-0.188133208647211,-0.254771007392409,-0.23851271846535,-0.452689665578175,-0.220114465548659,-0.310720161788778,-0.260730956096343,-0.667307432339748,-0.254117268912769,-0.252803418887213,-0.191897855125545,-0.236340208361111,-0.243793932661921,-0.194424983844704,-0.234937149894615,-0.262379427096913,-0.241948526844469,2.01872255677784,0.308805669419698,-0.941974380207194,0.258659158899777,-1.64841335004477,-0.966246798229844,0.25541304549993,0.983597425230901,-0.0856016356646477,0.342086892970985,-0.832790004144742,-0.283302783838097,0.744839359752589,-0.751922845516052,0.927626036401784,0.438547073763906,-0.0280325553967359,-0.167915431454248,ALABAMA,BIBB,AL,0.00545471832553395,1.20886017894616,0,0
-0.195389932399784,-0.154348555823696,-0.14972761515174,-0.0520758320932313,-0.103062941281195,-0.356704135460763,-0.246268286037125,-0.0751742582787871,-0.148144561129443,-0.210132918815025,-0.0941032921415998,-0.104564890413326,-0.0734430361131821,-0.233476836524688,-0.0826587061911113,-0.141761009802937,0.0500803994910762,-0.160463000317936,-0.185639440248631,-0.11506222293849,0.0907269955318325,-0.145576280847344,-0.167241479109958,0.3220609957008,-0.126019528893081,-0.219285427132048,-0.147677163497792,-0.186500381446441,-0.0906362724823794,-0.149709577794129,-0.0921177436912803,-0.122312521385678,-0.142160006980042,-0.0953525424136333,-0.137780334538032,-0.139367567936445,-0.131744410919204,-1.00208491356081,0.994367035504616,-0.306626048239712,0.172799427897426,1.37206694506704,-0.0910752101016199,-0.612348929249648,0.556568741462678,-0.147208816043842,1.02093802631397,-0.729140079595017,-0.553862976181405,-0.607882723289805,-0.449447832399927,0.555908863373923,-0.645507546139253,0.455053473235779,0.526723530318496,ALABAMA,BLOUNT,AL,-0.435062444049772,0.369990669929504,0,0
-0.169030133363818,-0.228267142696674,-0.231426105031845,-0.308910107839989,-0.323008262235273,-0.2420164109679,-0.277702398970914,-0.302439358483622,-0.14224043279392,-0.247333867474732,-0.219359104504015,-0.218644732461963,-0.300587879030456,-0.362083381560583,-0.117572334039436,-0.212744689832195,-0.304344283213752,-0.240193156361569,-0.337451379457951,-0.229534740237008,-0.2265966850857,-0.289852381188363,-0.265673590383438,0.455644061058062,-0.252340858959268,-0.359058269919406,-0.294643234726135,-0.487690521734035,-0.254117268912769,-0.283254226672622,-0.218962883479766,-0.274013574301239,-0.275773180678778,-0.221379977525031,-0.252859886124975,-0.302929796598926,-0.27987195633046,0.69201657318316,-0.230093009823227,0.00178690385253897,2.05953633137924,0.216006963868118,-1.02073486514682,2.88215199609325,-0.998326998314104,-0.150009142424714,-2.93161646498322,-1.15196596228199,0.506440478820431,3.28047175626702,-1.1686221023052,1.11348462291571,3.93998752076953,1.08686737642414,-2.79898438718709,ALABAMA,BULLOCK,AL,0.396634409497725,-0.588515692451902,0,0
-0.178003681971806,-0.194888164265132,-0.219365851763829,-0.285443016655006,-0.275569075362825,-0.357843746960252,-0.26198534250402,-0.231822284760669,-0.283939512846474,-0.230800112514862,-0.197463486918812,-0.166976283821101,-0.230008172319568,-0.28041777798003,-0.126085682546206,-0.185311383540694,-0.251180580808028,-0.206482207022366,-0.234999059827618,-0.212270032710018,-0.241020488750133,-0.255908781677683,-0.246883268506603,-0.562542379245483,-0.234415406695195,-0.280436045851517,-0.26193694040039,0.161808995023022,-0.363104599866361,-0.257989211720992,-0.191356180990091,-0.24017428137968,-0.248098581337634,-0.19482259899426,-0.231072072864067,-0.249316220814386,-0.249112154125086,1.71255963748676,0.40020424303587,0.511172190427451,0.87113781855494,-0.663474123377876,-1.0752229320638,1.87367186327617,-0.0985037350909726,-0.921499060355074,-0.813775749270932,-1.44810860385263,-1.05954616175729,1.72499762625636,-1.01514715607823,-0.225542011741466,1.08636766589881,-0.297531937110708,-1.21678777825194,ALABAMA,BUTLER,AL,0.980381971475536,1.6617639278753,0,0
0.185985883439721,0.097914472233229,0.0650227011045363,0.216491989246018,0.0694431928004345,0.458211674278892,0.0209216739000775,0.360715902366449,0.158870112317757,-0.0282616142564597,0.179269933297194,0.152907685833664,0.362216473330674,0.296074260884771,-0.0922695944008454,-0.000650940566031702,0.271595826181594,-0.00134458426859308,0.492536845563495,-0.058138730729937,0.446514152587854,0.0188573872477834,-0.0264008964656524,-0.261847955629822,0.0344554270812586,0.352618454606222,0.0472484915338782,-0.366472627893693,-0.00889577426718477,0.00992478085322573,0.0469244033541452,0.042709645294056,0.0651393884606667,0.034800149874409,0.0306310460752544,0.0625678291809611,0.0542909228704429,0.651194850611016,-0.79118882771095,0.0808997058117139,0.330769793474527,-0.892298388159073,-0.342648660539345,0.654114493357844,0.338824800497138,1.3579666136751,-0.582223849444615,0.508078067411222,-0.765923666927299,0.694195009423486,-0.855464805844827,0.0954864558735049,1.17518177933666,-0.458560613321547,-0.230277494454711,ALABAMA,CALHOUN,AL,1.47309367780813,2.06774727335984,0,0
-0.106215293107899,-0.13681993027864,-0.169568676979765,-0.20721937937173,-0.223817235138336,-0.182959164790772,-0.238409757803678,-0.14077285975747,-0.242610614497813,-0.222533235034927,-0.132098628539453,-0.136384469675323,-0.139006926103499,-0.202779519233587,-0.122733736966885,-0.150333918019031,-0.0562470053203722,-0.179540799234037,-0.0981194425077393,-0.194630005454181,-0.125630059434667,-0.219525288421915,-0.218697785691349,-0.466871081513097,-0.197688487395438,-0.165705837396895,-0.223798892769218,0.192704797759987,-0.145129937959176,-0.222513356701773,-0.151757933846579,-0.203573932461813,-0.207132891523442,-0.157778120893947,-0.203611323961549,-0.24632256937464,-0.206077210675545,2.73310270179036,-0.300758548398281,0.640410043277224,0.930520438303194,-0.168019845721196,-0.204776063065062,1.47497041541826,0.13019013279347,-0.463645697082429,-1.03855584959072,-1.71134650747098,-0.447832630490367,1.94441688678211,-0.99163986897478,0.0574699268138371,1.55991854805272,0.463999510803048,-0.998632492669885,ALABAMA,CHAMBERS,AL,1.58284340057391,1.33969388393925,0,0
-0.212776182827761,-0.235278592914696,-0.239206913591855,-0.246331198013368,-0.223817235138336,-0.398137698622039,-0.26198534250402,-0.202786838204531,-0.266227127839905,-0.239066989994797,-0.20583534070139,-0.184983505525639,-0.200988089864838,-0.274197767625128,-0.125967029605345,-0.191140961127638,-0.189156261334683,-0.216875846575224,-0.215089297308363,-0.204513424980501,-0.221788750530889,-0.239777670699795,-0.231218878180442,-0.569250042312405,-0.223158616880004,-0.236174645635521,-0.249278929145116,0.597992942465341,-0.199623603435972,-0.241208768872067,-0.176805693006697,-0.23573827198277,-0.243572847986733,-0.181071741738777,-0.238989246781479,-0.242512467542236,-0.231237496360262,0.773660018327448,0.860573236896208,-0.810115844553176,0.407118485001939,-1.49719035766763,-1.0752229320638,0.0677888347432646,0.543099279748451,0.0698164784737733,0.63596888119271,-1.07134935429887,-0.110463349613675,-0.560095183123584,-0.890943080771183,0.201087925483693,-0.296594957633417,-1.04899909276129,0.700453150386471,ALABAMA,CHEROKEE,AL,0.406077085428374,-0.588515692451902,0,0
